id	document	label
8290	하현우도그렇고 지르면 다가왕이네 ㅉㅉ	0
6619	이 시간에는 동물의왕국틀어도 30%임	1
21800439	딸치고나서 자괴감 100배	1
21641043	아 패배마렵네 ㅋ	1
21839330	난 자바부터 시작해서 지금 파이썬 독학했는데 파이썬이 확실히 쉬운 언어긴 함 ㅇㅇ	1
21834346	예아 개추	1
21631936	그래픽은 서양식인데 디자인은 일본식이네요 특이하네	1
21671353	원본게임 없는 패치파일 받으신것같은데.. 그 다운 링크 걸렷던 페이지 확인해보세요	1
21706610	제목앙망합니다!	1
21649861	일단 고려해볼께요.. 이게 워낙 버튼이 많아서 말이쥬..	1
5957	이모현피디는 싸이코패쓰다..고인 다큐가 주종목이냐?최진실도 그렇고아주 쓰렉이 말종이네	0
21753180	cumflation	1
6620	힘내서 당당히 더 좋은분 만나세요	1
935	시즌 3 꼭 2년 후에 해주세요~~ 시즌 2 멤버들과 도인범 모두 다 나오길~~기원합니다	1
21742392	이겜은 치트치고 하는겜이야	1
2400	저런말도 안되는청원에 11만이나 동의한거보면..... 무서워서 살겠나.....	1
9947	와 도플싱어가요제 완전 기대됨 ㅋㅋㅌㅋㅋ 거미 린 케이윌 절친들 셋이 나오다니 ㅋㅋ 게다가 박미경 바다 ㅋㅋ 너므 기대된다	1
5839	이걸 재밌다고 처보는 인간들 이해가 안됨	0
7614	그냥 남혐걸린 병신집합소인데 뭘 그리 심오하게 생각하노	0
21650420	즉, 싸움 자체가 단순하게 패턴이나 움직임에 익숙해지고 그 패턴에 맞춰서 대응하는 루틴을 짜고 짠 루틴을 잡을 때까지 반복 시키는 느낌.	1
4152	문제가된 멤버와 소속사에진실게임이 시작됐으니남은4명멤버 아이들은 게시판에서 들먹이지맙시다.제발~	1
21785064	표지판 앞에서 그대로 가는게 아니라 방향키를 누르는거임??	1
1944	일베놈들 부들거리노 ㅋㅋ	0
4192	경규형 다 최고시청률이네	1
21759314	shift나 Q로 스킵인경우도 있음	1
21860305	한국인인데 한국검열문화때문인지 외국인코스프레한다고 들었음. 좀 좋았는데 좀 역한거 특이취향 몰아서 그린 시기에 못보겠어서 끊었는데	1
2360	술 마시고 싶으면 본인만 쳐 마시지 지은 죄 만큼 벌 받아라	0
7158	저시끼들 본색을	0
3355	인기없는애들 방송에서 연기로 진도빼서 인지도 급상승중	0
21665739	경로 그냥 게임폴더에다 넣어 www이런 폴더없는데data에다 넣어야대나	1
21795516	root_widget.visit_all(lambda i : i.per_interact())	1
3581	계집련들 악플로 설리 죽이더니 이젠 최자 죽이려고 하네 ㅋㅋㅋ	0
3349	건나블리 없음 시청의미없다	1
3244	김동준 연기 별로	1
2849	에휴 유사 씹쓰레기 국가 수준 ㅋㅋ	0
2277	함소원 예쁘다. 두분이 점점 닮아가시네요.	1
21632199	네무루트햇는데 왜 카나에를못뽑누?	1
21675120	글 참고	1
21864954	리자스랑 JAPAN사람은 역시 란스님, 란스공! 이러이러한 이유로 하시는걸 아시는군요! 하니 ㅋㅋㅋ	1
21663413	아잇 깜짝 놀랐잖아 ;;	1
21844735	코로나 대승리~	1
21650382	무슨 남자 쥬지 크기가 몽둥이냐	1
21866192	처음이면 clymenia 서클겜	1
21756693	L]U*Y 이렇게 링크가 뜨고 국룰비번쳐도 안들어가지는데 디코딩이 utf-8이 아닌가요?	1
21846917	그걸 고어라 생각안했네 저거 알파롬에 로컬 쓰고 게임파일 드래그하면 됐던거로 기억함	1
21864782	역시 막힐땐 에디터만한게 없지 야겜에서 야의 비중이 높다면 하겠는데 겜의 비중이 높다면 다시한번 생각해보셈 한번 건드렸다가 게임 확 루즈해짐	1
21634234	약간 육덕진게 좋네	1
21659716	의상고르기 그에따른 이벤트 변형	1
1904	촛불이무슨 전가의 보도냐 대깨문들이 하는짓거리는 그냥 뒷골목 양아치일 뿐이다	0
21667254	진짜 전부 복붙이네ㅋㅋㅋ 얼마나 우려먹는 거야ㅋㅋ	1
2752	관상은 과학인거 알지??	1
6037	댓글이 없네....	1
2088	좆같은걸좆같다말도못함?	0
7021	아이고 딸도 딸 나름이고 아들도 아들 나름이에요 성별 선택해서 낳을수도 없고 이미 낳은 자식 잘키우면 됩니다 요즘은 딸이든 아들이든 똑같아요 부모한테 기대지나 않으면 다행입니다	1
6521	먹고살만한 새끼들이 대낮에 술쳐먹지.맨날 11시까지 야근시키고 8시 정시출근시켜야저런 배때지 기름낀 씹 쒜이들 정신교육 시키지	0
5533	이참에 그년 보지나 용접해 버리자	0
21657189	대화 추출은 wolf2txt로 하신건가요? 제가 궁금한 부분은 대화추출이거든요	1
21836179	이 써클 일 존나 열심히 함 이번년도 안에 장편1개, 중편1개, 단편2개 내놓을 예정이라고 함	1
5052	연예인들 엄청 들쑤시고 있네 정권 이 바뀌어도 변함없는 옛날방식 이제 국민들 바보천치 아닙니다. 연예인 그만 잡고 장자연 죽음으로 몰아간 사람들 잡아라 몇년이 지나도 그때랑 똑같이 사건이 흐르고 있네	0
7920	짝짝짝. 시방새는 별로	0
9041	국방부에 다들 전화.한통씩 넣어 줍시다.	1
21780399	음? 색욕의 코마리쟝 색욕 코마리 다쳐도 안나오네요.. 혹시 미번작입니까?	1
661	윤아=경로당 할매	0
3194	진짜 주리 화사누나 방송때마다 털털한모습이 너무 좋고 무대때마다 항상 빛나는 모습도 멋있어요....그래서 내가 무무가됬지.. 앞으로 계속 꽃길만 걷자!!!	1
5579	그림과 동작이 어색한거 치고 볼만함	1
2776	지랄병하고 앉아 있넹...	0
21757899	이 부분 같은 경우는 솔직히 복돌로 게임하는 사람들도 많기때문에 수익부분에선 또이또이하겠지만 홍보성부분에선 좀더 유리할듯	1
21748370	그런 시대가 만약 온다면 난 그냥 야겜 안할래 ㅋㅋ	1
4458	홍어 쉑 만날 ㅈㅈㅂ만 처올리노	0
21753078	-	1
6737	이번편이 제일 재미 없었음.	1
3001	캐나다 소설이 원작.서양권 전체에서 수시로 드라마 tv 영화 연극 등으로 만들어질정도로 이미 인기 ㅆㅅㅌㅊ그래서 일본이 이걸 눈여겨보고 애니화한거어제 25렙 국회의원허경영 이 개병신새끼가 빨강머리앤은 이전엔 듣보잡인지도엿는데일본덕에 재발굴되엇다는 개쓰레기같은 주장펼친 글이 일베왔더라	0
21664881	원래 그래	1
21844123	여자랑 하는 얘기 들을 때는 별 생각안듦	1
21650420	노멀만으로도 진짜 그냥 잡는데 15분 걸렸고 하드는 거의 한시간 걸린듯	1
21657178	눈동자가 사이트임?	1
6826	ㅇㅇ 지들끼리 돌려 사귐	0
21785346	난 다 읽음 쯔구르나 면시나	1
1879	고소영은 네임벨류에비해 아우라가 없는듯.. 김태희전지현 하다못해 하지원도 수지를 일반인화 시키던데.. 저 사진만보면 제니랑 왼쪽있는애가 더 예쁘네	1
5314	이미 스스로들이 사람이길 포기한 벌레들 이에요...	0
9818	전국민 독감접종이나 해주세요	1
3831	한동안 안보이더니 불편하게 요즘 갑자기 왜이래???이상민 재기 성공하고 열심히 사는 보기 좋은데 고추가루야 뭐야	1
21647965	죽은건 반응이 없어서 별로야..	1
1113	그래도 난 재미있다~ 파격적으로 김현주랑 이어지면 좋겠다	1
21878005	싸늘....	1
403	코로나보다 더 지독한 이번 정권의 온갖 만행과 불법행태로 전국민은 홧병에 죽을지경. . .	1
21865030	쯔꾸르는 세이브에디터나 치트엔진 그만이라 귀찮게 spoilerAL 쓸 이유가 없긴 함	1
21789621	출근같은 나쁜말 쓰는거 아님 ㅂㄷㅂㄷ	1
1019	저렇게 어그로 끌어도 구독자는 55만에서 안늘더라	0
2950	하지원 넘아쉽다 ~ 초콜릿보다 하지원은 이번에 북한 설정드라마 현빈하고 출연햇으면 대박터졋을텐데 너무아쉽다 물론 지금 여주도 괜찮아보이지만 배역자체가 하지원이가 딱맡는 드라마 임 초콜릿은 ....잔잔한 감동 ....	1
7455	사극연기는 조금 어색하시더라. 이병헌과 마주할 때면 혼자 붕뜬느낌.	1
21702709	치트엔진 ㄱㄱ	1
21792029	하지만 시퀼 라비는 끌리잖아?	1
21699192	??....	1
9117	개같은 좌파 새끼들	0
6401	20년째 열애중? 너무 길다.	1
21717763	파일 경로에 한글 있으면 안되는거 같음. 나도 안되다가 한글 없는 경로로 옮기니까 작동함.	1
21700796	응석받이 시리즈를 해보라구~!	1
9525	재명이는 나라 말아 멀을 개새다~	0
21645617	저도 닉값 하려고 열심히 개발중이에요	1
8429	2020년에 보는 사람 손 ?? 대단한 영상을 이제서야 보내요	1
21666586	UED, 올레자즈, 어둠속의 목소리 이거 스타3각인디 왜 안푸는거시야,,,	1
21768602	나도그럼 대기근임	1
21857218	아 고양이자세.	1
21759413	1 4 6겜 이름좀 알 수 있을까	1
21870123	하고 싶으면 VPN 돌려야함	1
21828328	제작자가 명시 안해놓으면 며느리도 몰러	1
21654050	해피엔딩 1개정도는 필요함 ㅇㅇ	1
1574	어쩌라고 퇴물틀딱이 이사를가든 뭘하든	0
6471	얘네는 말라서 안 야함. 화사같은 애들이 야한거지	0
21832248	광고글아님? 글1댓0임	1
21720322	마계사는 엔딩은 저 엔딩말고 다른 엔딩일걸	1
21774622	그거 재밌더라	1
7561	이것들이 머리를 악세사리로 달고 다니나보네~거기서 나오는 정책들은 세트로 말아 잡숴~~퉤퉤퉤	0
21695833	顔騎天国 이겁니다	1
8404	마누라 하나 못 잡고 잡혀서 사는 호구 병신 보빨러들이 얼마나 많길래 저러냐?	0
21707273	꽤나 만족스럽게 하고있습니다	1
21639443	정리추	1
3432	이 개넘의 짱개들 ! 지네들이 바이러스 만들어 전세계 퍼트려놓고 백신 선점해서 팔아먹으려고? 일본넘들보다 더한 쓰레기들	0
21668648	일러는 갓겜인데...	1
21781587	꼬집어 줄깡?	1
6540	일단 경향신문 자체가 광고로 기사쓰는데인건 다들알거고..수리비때문에 외제차에서 국내흉기들로 넘어갔다는인간들은 그냥 차를몰고다닐 자격이없다 택시타고다녀 그냥 벌레같은 자식들	0
150	와씨 탐난다	1
2885	순박하고 촌스러운 강하늘 역할때문에 공효진이 덕보고 있는거지 상대 남배우 복 많은 여배우	1
21850649	괜히 작업하는게 아님 ㅋㅋ	1
21671696	아니미친 마지막 두컷도 만드신 거라구요....?? 미쳤다미쳤어ㄷㄷ	1
21840068	Norn 브랜드 함 찾아보셈	1
620	보컬만 아니면 상관없잖아..?	1
8175	이게 헤프닝으로 끝나야 아는형님에서 빚 드립을 칠수있는데 구라였으면좋겟다 상민이형님 화이팅 ㅠ	1
21647799	세이브 없낭	1
8877	지랄발광들을 해봐라.	0
21865706	원신임?	1
21707032	끝나면 셀로버스 나와있을거야 힘내	1
21757899	한 작품으로만 보면 그렇겠지만 쯔꾸르나 비주얼노벨툴이 걍 회사의 저작도구라고 생각해보면, 매회 재사용되는 기능이나 리소스들도 많을거고, 익숙함에서 오는 생산성도 다를 것 같습니다. 무엇보다 게임으로 파는쪽이 스토리를 붙이거나 기능을 확장할 수 있는 여지가 많다보니 단순히 CG로 파는것보다는 제작비용 대비 볼륨이 크고, 그로인해 수익이 높을것 같아요.	1
21714737	이거 재밌는데 도저히 못하겠음ㅋㅋㅋ 전체적으로 인터페이스가 너무 구려	1
21770222	다른한곳은 배달비받고 최소주문금액이 낮음... 또이또이	1
21650100	히토미 보는중인데	1
21755909	1 女子高生 漫画	1
8782	미친일본정부 자국민에게나 먹이라	0
21667907	파남이뭔뜻임?	1
21799767	조절템 없으면 토끼(노데) 조지거나 붕가해서 조절하면 된다	1
8763	고딩들 가르치는 것 뿐만 아니라 성인 교육 시장도 마찬가지야 머리 굵은 새끼들 상대로 하다 보니 아주 대놓고는 표현 안할뿐	0
21722443	quickdic 써 친구...	1
9513	개똥 같은 소리를 진짜 엄청 공들여서 지껄이네 ㅋㅋ	0
1952	듀엣쇼는 케이윌 팀을 위한 거라고 본다. 진짜 너무 아쉬웠다.	1
7684	가서 뒤지는새끼들은 성매매 마약 돈 관련된애들이 뒤지는거다 도둑 강도들많은 터미널역부근빼고는 쟤네도 일반 관광객들은안건드려 그리고 뒤지거나 처맞는애들대부분이 필리핀애들 존나 무시해서 그런경우가많음쟤네가 비록 못살고 한국인보다 열등하고 똥송해도 자존심센애들많다못배운 한국새끼들이 가서 지가 뭐좀 되는줄알고 필리핀애들 무시하고 종부리듯이대하니까 역으로 쟤네도 이제 한국애들 무시하고 만만하게보는거임	0
21701251	이작가 수학여행인가 그게 개꼴렸는데 ㄹㅇ	1
4058	저렇게 눈큰 여자는 눈작은남자를 좋아한다 눈작은남자가 잘생겨보인다 내가그렇다	1
3994	쟤는 추해!	0
21778811	dl 구매면 노모 아닐 듯. 스팀이면 노모인데 이건 모르겠네.	1
21802419	sizer라는 유틸리티로 원하는 해상도 입력해서 그대로 늘릴 수 있음	1
6032	요즘에는 대행업체에서 소방점검을 많이 하기 때문에 저런 일은 많이 줄었지만 그래도 장사 좀 해보려고 건물에 들어가서 시설 설비 갖추고나면 꼭 점검 한답시고 들이닥치는 소방관 새끼들이 있다두명도 아닌 꼭 한 명이 와가지고 존나 말도 안 되는 걸로 트집을 쳐 잡는다돈 달라는 소리지 씨발 새끼들근데 좆같은건 그렇게 한 명이 왔다간건 정식 점검이 아니라서 이후에 소방점검이 또 와존나 씨발 한국은 장사 한 번 해먹기도 좆같은 나라다	0
21648597	고전띵작	1
21646976	난 저 프로레슬러 작품 만큼은 절대 못 하겠더라...	1
21718139	오히려 더욱 커뮤질 활발하게 하면 좋기만 함	1
7948	마지막에 이승기 죽습니다	1
21801975	캬루를 애껴주세요	1
21756388	아 페미필독서적에 괴변 몰아세우는 방법 있는거 보고 어이가 털렸음ㅋㅋ	1
8789	퇴사시기가 묘해서 ...	1
6844	내 jot이나 까잡숴	0
6756	차홍 그분이랑 이미지가 비슷하다귀욤귀욤하게ㅎㅎ 예뻐요^^	1
21697996	그래서 항상 이전에 어떻게 해놨는지 다 찾아보고 하고 있는데	1
21666993	이아이아크툴루파탄	1
21776194	ㅠㅠ 폰은 마우스가 없어서 진행이 불가..흑흑.. 영문판 어플로는 영알못이라 못하고..	1
2028	최지우씨 임신중인데도 여전히 우아했음 옛날드라마 생각도 나고 여튼웃겼음 ㅋㅋㅋ	1
21668648	평점 4.4 에 전작은 판매수 1...	1
9730	머리카락을 아프게 잡아당긴거임? 뭐땜에 그런거임? 성추행식으로 변태같이 머리만짐? 아 뭐 영상이 없으니 뭐가 잘못된건지 알수가있나	1
21650403	ntr 하렘 게이 게이ntr 레즈ntr 등등 니가 상상하는 모든 시츄에이션은 다 나오는 겜이라서 그럼 뭘 좋아할지몰라서 다준비한게임	1
21631860	나-르	1
21638163	1년후 후일담은 죄다 임월 보테로 배부르기 전 시츄를 그대로 대사 바꿔서 반복하는거라	1
1277	문재인들어서고 언론이 더더욱 언플날조만일삼고 신뢰잃어 쓰레기되가는즁.	0
21647907	악마소녀	1
1522	강사도 누구나 함 주둥이만있으면	0
3103	아니 유연석 mc 너무 못 봐 ㅠㅠ 자꾸 발음 뭉개지고....답답해 김혜수처럼 물 흐르듯이 안되네;	1
21832146	ㄹㅇ 해봤는데 별루였음 양산형이였군	1
21841827	뜨끈하게 설렁탕 먹으려고 봤더니 2km에 5000원이더라. 본방이 9000원인데 양심 밥말아먹은것들임	1
2756	시발 이제 만물 김무성이냐 좌파 새끼들 만물 이명박과 똑같노	0
21701516	4, 5D	1
21803080	밀리아도 처녀클 가능	1
2861	맞는말인데 ㅋㅋㅋ 전라디언들은 그들만의 세상에 살잖아?? 통수 잘치고 ㅋ	0
372	이건 혈액암이기때문에 맞는 항암제를 찾아도 재발률이 높고 악성이라 생존률이 희박함	1
21638868	담배 안피는게 참 좋아	1
21659716	다양한 루트와 멀티엔딩 / 주인공의 상태(음란도 여부, 임신 여부, 악행도 여부)에 따른 NPC들의 반응이 달라지는가 / 에로스테이터스 존재 / 질내 투시도 존재 / 자궁내부 상태창 존재 / 회상방 존재 / 엔딩 볼시 다른엔딩 클리어여부와 상관없이 회상방 전부 해금	1
3903	흑백 정면에서 미모 발산 실화냐	1
21632297	지금보다는 훨씬 낫겠네	1
21866192	다 찾아봤는데 재밌겠네 추천 ㄳ	1
21846982	잉? 이종간이 아니야?	1
21843940	학생	1
8076	최자는 대체 왜 욕먹는건가요?? 걍 페미년들이 어떻게든 남자탓하려고 발버둥치는것같은데 ㄹㅇ두뇌수준 심각해보입니다	0
3859	외국인 귀신이라며 도망쳐 오는 장면 짤려서 아쉽네. ㅋㅌㅌ	1
21641043	ㅁㅊ	1
2252	이래서 이재명이 되면 안된다는거다.	1
21648369	나는 대충 수비범위가...	1
6417	에혀 남자망신시키지말아라	1
21747174	어깨가 넓던데말이지	1
21823518	무협은 본적이 없어서 궁금하긴 하네	1
9202	이쁘니깐 괜찮아	1
21803919	낙태 맞음	1
7027	순위조작은 자세히는 모르겠고 음원차트 주작은 엑소 팬들이 열심히 스밍 돌리는데 뭔 이상한 놈이 1위 계속 먹길래 엑소팬들이 그 1위 먹는 놈 차트 상승수 까보니까 밤만되면 조오오온나 올라감 주작한 새끼 털고나니까 4개월 전에 갑자기 급상승해서 1위한 새끼도 주작으로 올렸댜는거 잡아냄ㅋㅋ	0
4967	그래도 남들 하는건 다해보고 살아야하지않나? 결혼도 해보고 애도 키워보고	1
21720784	ㅇㅇ 나도 싫어하는데 그냥 시르면 안하면되는거 ㅇㅇ	1
21637999	@무명사가	1
8907	아따 남보라 겁나게 이뻐버리네	1
800	오랜만에 방송에서보니 반갑긴하지만 결혼때 런닝맨 맴버들한테 했던행동은 너무했지..	1
21850269	본인이 좋아서 그렇게 그리겠다는건데 지들이 돈주고 의뢰할것도 아니면서 생색 ㅈㄴ내네 씨벌롬들이 ㅋ	1
21649861	농담이고 반대로 해석해주세요	1
2210	먼 매력에 끌렸는지 .. 그리 잘생긴 얼굴도 아닌데 하라가 넘 아까운디 ..	1
21787921	몸수색 좋지	1
446	여성폭력 이란 성별에 기반한 폭력으로 신체적·정신적 안녕과 안전할 수 있는 권리 등을 침해하는 행위로서 관계 법률에서 정하는 바에 따른 가정폭력 성폭력 성매매 성희롱 지속적 괴롭힘 행위와 그 밖에 친밀한 관계에 의한 폭력 정보통신망을 이용한 폭력 등을 말한다.조문을 왜 니 좇대로 해석함?	0
3331	이루? 태진아 꼭두각시 말인가?	0
6585	설리관련 기사가 조회수 댓글 많이 받으니깐 기자들이 엄청나게 썼잖아 물론 직접적으로 입에 담기 힘든 악플달고 한 사람들의 잘못이 더 크겠지만 조회수 잘나온다고 자극적으로 기사 쓴 기자들도 자살에 지분은 많이 있다고 생각한다.	1
3295	같이 잘먹고 잘살자? 그럴 순 없어 그건 공산주의지.우문현답같은 소리하구 자빠졌네ㅁㅈㅎ	0
6233	진짜이만큼 버틴것도 대단함.. !!!일반인으로 여신처럼 살아요...!!!!고생했어요 태임언니	1
6308	추아지매 쌍판대기 그만보고잡네	0
21879059	님글에 댓글달았어요 음란도 100되서 가니까 진행되던데요	1
21719065	ㄹㅇ ntl은 볼만함 ㅋㅋ	1
21672709	마사지샵이벤트 다보는거랑 창관만해도 천점 넘을듯 음란도 100까지 포함하면 더벌리고	1
21659580	감사해용	1
2459	딱짱깨럽게생걌네	0
7788	좋게좋게 넘어가지 않아야 좋은 세상이 온다	1
5580	보나마나 인생만큼 면상도 시궁창인 기무치뇬둘이 왕따시켰겠지 ㅉㅉ	0
3303	현동환이가 베충이라던데 왜구당은 언제까지 극우 토착왜구 예수쟁이 개늙은이 베충이들과 결탁하여 정치질할 셈인가?	0
6891	얼마나 압도했으면 이런 기사도 나왔겠어ㅋ효린 이쁘기만하구만 연예대상 측도 효린이 이런 스타일의 무대하는 거를 몰라서 불렀겠냐아침부터 왜들 유난인지 어휴	1
8308	예쁘기만 한데....	1
4769	이지은 발연기지만 얼굴 넘 예뻐.신봉선하고 똑같아	1
9631	공감댓글대부분이 개재용이네 작품이구만ㅉㅉ 재용아 죄지었으면 벌받자 니애비보다 하는것도 없잖아	0
2667	완전 개웃겼음ㅋㅋ 1얼로 승진시켜주자!!	1
1978	국민들은 이미 당신을 용서했습니다. 그래도 충분히 자숙하고 재충전하셔서 좋은 작품으로 뵙길 기다리겠습니다.	1
21700839	저겜은 땔감이라기보다 액션성이 더 재밌었던거같은데	1
423	별그대의 신성록이 너무 타격이 커서 나긋한 목소리가 어색해..	1
8465	스페셜 방송 너무 좋아요. 끝나는거 너무 아쉬워요.	1
21744422	이 게임 엄청 오래된 작품이긴 해도 재미로는 절대 후회 없을만한 게임이야 ㅋㅋ 글 쓴 분이 진짜 압도적인 텍스트량에 후회할 수는 있겠지만	1
3340	ㄴㄷ 정규재 신의한수 안정권 좌좀빨갱이 홍어새끼	0
21647527	이게 또 이쁘게 그린 이유가 웃긴게 플레이어가 주인공에 자신을 투영하는데 여캐가 이쁘면 자기도 이쁘다고 투영하니까 저리 그린다 하더라	1
21840859	오홍홍 조아요	1
21824955	오..수간 무엇	1
8969	그냥 보통인듯	1
5896	엘리베이터 살치는. 무릅이 아파서 4층 못올라가는데	1
21649819	개 귀찮아보이긴 하더라	1
21820259	VH게임	1
5019	효리는 진짜 뒤에 누군가 있는게 맞음 ㅋ 이중성의 최고봉~단하나만 말해도 무려한우 홍보대사였는데 채식주의자로 바꾸면서 빅엿을 먹였음 뭐 이효리옹의 이중성 검색하면 후덜덜	0
21645895	피자값이 많이 부담스러워지긴 했음	1
2464	애미 씨발 그럼 무한도전은 10수 이상 한 애들이 해야하고정글의 법칙은 정글살다 온 애들이 해야하냐 ㅋㅋ아가리 잘털고 시청자 공감 이끌만한 이야기 잘하는 애들이 하면대지 ㅋㅋㅋ	0
4823	전라도 ㄱ ㅐ인간들 한테 문자폭탄 터트리라고 실명 공개한것.전라도당이 일단 미끼만 던져주면 홍어들 입질시작. 조ㅅ같은 전라도.죽이고싶도록 싫다.나는 전라도가 싫어요나한테 문자폭탄 보내봐.정석적으로 전번 갖다되고.시ㅂ촹 내버릴거니까허접한 ㅅ ㅐ ㄲ ㅣ들.전라도 공산당이실어요 어쩔래? 시ㅂ새들아!	0
6249	솔루션 해봤자 열에 아홉은 되돌아간다. 원래 장사 안됐는데 방송 때문에 호기심으로 사람이 많이 오면 정성 들여서 요리 하기 힘드니까 처음 처럼 인스턴트 식품 마냥 쉽게 요리할려고 하니까	1
21780399	아내라면 비너스사의 색욕의코마리쟝 해보십쇼	1
21801235	이것도 해야되는데... blast 옹 그림 잘즐겨	1
21770400	와.. 그러네 야겜쪽에선 더욱 마이너한거같네	1
6269	도대체 왜 그렇게 많이 받는 거임? 성심성의껏 집 보여주고 알려주고 하는 사람들 못 봤음.	1
21643661	셋다였네	1
21767920	아부라소바비요리	1
21794884	쌉머꼴캐... 기대중..	1
4246	정우성 공효진은 원래 좌파지만나머지들은 좌파라인 타려고 커밍아웃한건가곧 문죄인과함께 방송에서 사라지겠네 ㅉㅉ사람은 라인을 잘 타야돼	0
6199	문채원 종일 실검인 이유가 뭐예요? 옆자리라서. 궁금. 정ㅈㅇ 이랑 친한배우?	1
21849600	이형종이니까 벌레 맞을듯 눈깔이 막 돌아감	1
21715773	RemtairyPrison.js 파일에서 Game_Party.prototype.advanceNextDay 검색 후	1
21791171	자기가 낳은 마물로 파티 꾸려서 싸우는 내용의 게임이 있지 않던가?	1
21675492	도쿄도서관	1
21767485	마시로좋지요~	1
21848267	하드코어 백합겜 ㅋㅋ	1
21835501	아스트로는 먼가 불편해	1
21779668	ㅋㅋ	1
21794294	원본 링크는 찾은 것 같은데말이죠..	1
21836447	팔라니깐 매각도 없네 야발;;;;;;;;	1
21667047	스캇 고어	1
21829516	그렇던데 연타기술 맞다보면guts 계속뜨다가 죽더라	1
2436	어디서 교과서 들고나와서 받아적고있어ㅋㅋ	0
7896	그 여자 완전 또라이네. 또라이 잘못 건들여서 고생하네요	0
21635212	야겜 안돌아가는 컴도 있냐 하려다가 이건 직접 돌려봐야 알것같다	1
9842	난 그래도 외제차 사란다. 국산차 품질을 믿을수 없다.	1
6587	내년에 한국에 서브프라임모기지론 사태가 오나 안오나부터 한번 보자 ㅋㅋ 시발 LTV DTI를 이렇게 강화하는데 ㅋㅋ 서브프라임이 뭔지는 아냐 병신아지금은 신용이 좃빠져도 주담대가 안나와 이 병신새끼야	0
2648	실력도 없고 기초 사실 틀리고 어중간한 인기	0
7399	난 안철수를 다시봤다 진짜 진심이었다	1
5061	관종짓 또 시작? 남친이랑 헤어졌냐 ㅉㅉ	0
21645895	감사합니다.. 감사합니다....	1
21784750	올리는법 보고 있는중인데 좀 어렵네요	1
21838459	엥 뭐지 전 않되던데~~~	1
21639443	제가 구매보급한거라, 신기해서 그럽네다;;	1
7451	어렵다. 그런데 빠져든다. 재밌다.	1
6671	대리비올리니깐 자꾸 음주운전들하지..코앞가는것도 이만원달라하구...	1
21709562	와 개오랜만 ㅋㅋ	1
3161	이젠 국민들에게 말도 못하게 하네. 대한민국이 이제 독재국가가 된건가?	1
21873301	복커함???/	1
21643070	6살만 어렸어도..	1
21805449	그 압축해제하고 그 다음절차를 모르겠어요	1
2166	재앙이다 진짜	0
21803499	폴더에 보이는대로 적어봄	1
4833	근데 김은숙 작가 작품은 항상 후반부는 쳐진다ㅠㅠ	1
